[172, 117, 92, 74, -158, 0]
[172, 117, 92, 74, -158, 0]
[171, 119, 93, 74, -158, 0]
[166, 119, 92, 72, -154, 0]
[159, 121, 90, 68, -150, 0]
[157, 127, 95, 71, -147, 0]
[155, 137, 102, 72, -140, 0]
[157, 139, 89, 62, -135, 0]
[159, 135, 87, 60, -132, 0]
[163, 136, 86, 60, -130, 0]
[168, 139, 85, 59, -127, 0]
[176, 137, 77, 54, -120, 0]
[175, 134, 75, 51, -117, 0]
[176, 132, 73, 47, -113, 0]
[175, 132, 73, 45, -110, 0]
[172, 130, 72, 42, -106, 0]
[170, 129, 73, 43, -103, 0]
[163, 128, 73, 43, -99, 0]
[155, 127, 72, 43, -95, 0]
[154, 136, 81, 50, -92, 0]
[142, 130, 82, 52, -88, 0]
[137, 128, 81, 52, -84, 0]
[126, 118, 70, 37, -81, 0]
[137, 129, 82, 48, -76, 0]
[139, 130, 86, 51, -73, 0]
[140, 132, 89, 54, -70, 0]
[144, 137, 96, 58, -66, 0]
[143, 137, 98, 58, -63, 0]
[143, 139, 102, 60, -60, 0]
[141, 139, 106, 64, -57, 0]
[139, 140, 111, 72, -54, 0]
[135, 138, 111, 76, -51, 0]
