[116, 151, 107, 77, 0, 0]
[115, 151, 107, 77, -45, 0]
[116, 151, 108, 78, -45, 0]
[116, 152, 108, 78, -45, 0]
[117, 153, 110, 78, -45, 0]
[116, 152, 109, 75, -43, 0]
[114, 149, 105, 73, -42, 0]
[113, 148, 104, 71, -40, 0]
[113, 146, 103, 69, -38, 0]
[111, 144, 101, 66, -35, 0]
[110, 142, 101, 66, -33, 0]
[109, 139, 101, 65, -31, 0]
[109, 140, 103, 65, -28, 0]
[109, 140, 103, 65, -25, 0]
[109, 139, 103, 64, -24, 0]
[109, 139, 104, 64, -22, 0]
[109, 139, 104, 63, -20, 0]
[109, 139, 104, 62, -19, 0]
[108, 138, 102, 60, -17, 0]
[107, 137, 102, 59, -14, 0]
[105, 136, 101, 59, -12, 0]
[105, 138, 103, 60, -9, 0]
[106, 139, 104, 62, -7, 0]
[108, 141, 107, 65, -5, 0]
[105, 139, 105, 64, -3, 0]
[107, 141, 108, 67, -1, 0]
[109, 143, 110, 68, 0, 0]
[112, 145, 113, 70, 3, 0]
[114, 147, 115, 71, 4, 0]
[118, 150, 117, 74, 5, 0]
[118, 151, 115, 75, 7, 0]
[118, 150, 115, 75, 7, 0]
[119, 150, 115, 75, 7, 0]
