[137, 144, 106, 70, -71, 0]
[137, 144, 106, 70, -71, 0]
[137, 144, 106, 71, -71, 0]
[137, 145, 106, 71, -71, 0]
[137, 145, 106, 71, -71, 0]
[137, 144, 105, 71, -72, 0]
[139, 144, 104, 72, -73, 0]
[140, 146, 104, 71, -75, 0]
[137, 144, 101, 68, -77, 0]
[137, 144, 100, 67, -78, 0]
[135, 142, 97, 66, -80, 0]
[134, 141, 94, 65, -82, 0]
[129, 137, 90, 62, -84, 0]
[136, 144, 98, 71, -86, 0]
[133, 137, 90, 67, -88, 0]
[137, 142, 96, 70, -90, 0]
[132, 135, 85, 62, -93, 0]
[130, 132, 80, 56, -95, 0]
[134, 133, 80, 54, -97, 0]
[140, 135, 80, 54, -100, 0]
[139, 135, 80, 55, -101, 0]
[141, 138, 80, 54, -103, 0]
[143, 138, 79, 54, -106, 0]
[145, 138, 78, 54, -107, 0]
[147, 138, 78, 55, -109, 0]
[147, 137, 78, 55, -112, 0]
[146, 138, 78, 55, -114, 0]
[148, 138, 77, 55, -116, 0]
[149, 139, 78, 55, -119, 0]
[150, 139, 78, 55, -120, 0]
[151, 139, 79, 55, -122, 0]
[150, 139, 80, 56, -125, 0]
[148, 138, 81, 56, -127, 0]
[146, 138, 84, 58, -129, 0]
[146, 139, 87, 61, -131, 0]
[147, 133, 85, 60, -134, 0]
[148, 144, 92, 64, -137, 0]
[140, 130, 92, 65, -139, 0]
[134, 116, 82, 60, -144, 0]
[135, 113, 81, 60, -147, 0]
[135, 108, 77, 58, -149, 0]
[138, 106, 78, 61, -151, 0]
[143, 106, 80, 65, -155, 0]
[146, 104, 82, 68, -156, 0]
[153, 102, 80, 70, -161, 0]
[156, 105, 82, 73, -164, 0]
[158, 105, 80, 73, -166, 0]
[162, 110, 84, 77, -169, 0]
[164, 114, 88, 81, -170, 0]
[166, 118, 91, 82, -171, 0]
[166, 118, 92, 83, -171, 0]
