[132, 116, 115, 93, 0, 1]
[131, 116, 115, 93, -153, 1]
[130, 115, 115, 92, -153, 1]
[129, 116, 115, 93, -152, 1]
[123, 122, 117, 90, -147, 1]
[118, 132, 124, 93, -138, 1]
[117, 138, 128, 97, -131, 1]
[115, 142, 131, 99, -123, 1]
[114, 145, 131, 102, -118, 1]
[112, 146, 131, 102, -113, 1]
[112, 145, 129, 100, -109, 1]
[113, 147, 130, 99, -103, 1]
[114, 151, 131, 101, -97, 1]
[120, 156, 136, 105, -91, 1]
[122, 155, 137, 104, -86, 1]
[121, 153, 136, 102, -82, 1]
[120, 151, 135, 101, -78, 1]
[118, 150, 133, 98, -73, 1]
[118, 151, 135, 96, -67, 1]
[116, 150, 134, 98, -61, 1]
[109, 144, 128, 97, -56, 1]
