[104, 139, 97, 72, 0, 0]
[104, 139, 97, 72, -39, 0]
[104, 139, 97, 72, -39, 0]
[104, 140, 97, 72, -39, 0]
[104, 140, 97, 72, -39, 0]
[106, 142, 99, 73, -39, 0]
[110, 147, 106, 75, -37, 0]
[110, 147, 102, 70, -35, 0]
[104, 138, 94, 66, -32, 0]
[112, 148, 101, 70, -28, 0]
[110, 152, 101, 68, -25, 0]
[107, 152, 98, 64, -23, 0]
[109, 154, 98, 64, -20, 0]
[109, 154, 96, 58, -15, 0]
[103, 150, 92, 54, -10, 0]
[102, 149, 91, 53, -7, 0]
[101, 148, 91, 53, -5, 0]
[98, 145, 89, 51, -1, 0]
[100, 147, 91, 52, 1, 0]
[103, 148, 92, 52, 3, 0]
[109, 155, 92, 57, 7, 0]
[111, 153, 91, 58, 10, 0]
[110, 153, 90, 58, 11, 0]
[115, 150, 87, 61, 14, 0]
[116, 143, 82, 66, 19, 0]
[115, 147, 84, 67, 22, 0]
[118, 143, 83, 69, 26, 0]
[113, 135, 74, 66, 29, 0]
