[137, 146, 99, 73, 0, 1]
[137, 146, 99, 73, 9, 1]
[138, 145, 98, 74, 10, 1]
[140, 143, 96, 75, 11, 1]
[139, 141, 95, 75, 12, 1]
[139, 140, 94, 75, 13, 1]
[138, 141, 95, 75, 14, 1]
[136, 140, 94, 74, 15, 1]
[133, 138, 93, 73, 16, 1]
[132, 139, 93, 73, 17, 1]
[132, 140, 92, 72, 19, 1]
[129, 137, 88, 69, 21, 1]
[130, 138, 90, 68, 22, 1]
[129, 137, 88, 66, 24, 1]
[126, 134, 85, 62, 25, 1]
[127, 136, 86, 63, 27, 1]
[128, 137, 86, 63, 28, 1]
[127, 135, 85, 61, 29, 1]
[128, 137, 85, 61, 30, 1]
[128, 138, 86, 61, 31, 1]
[125, 134, 82, 57, 33, 1]
[125, 135, 83, 56, 34, 1]
[126, 136, 83, 56, 35, 1]
[127, 137, 84, 56, 36, 1]
[125, 134, 82, 53, 37, 1]
[125, 133, 81, 53, 39, 1]
[124, 132, 81, 51, 40, 1]
[123, 132, 81, 50, 42, 1]
[123, 132, 81, 51, 43, 1]
[123, 132, 81, 52, 45, 1]
[123, 131, 82, 52, 47, 1]
[124, 131, 83, 52, 49, 1]
[124, 131, 83, 52, 50, 1]
[124, 131, 84, 52, 51, 1]
[124, 131, 84, 52, 53, 1]
[125, 130, 85, 53, 54, 1]
[127, 132, 88, 55, 55, 1]
[128, 131, 88, 55, 57, 1]
[130, 133, 90, 56, 58, 1]
[131, 133, 91, 58, 59, 1]
[131, 133, 92, 58, 59, 1]
[135, 136, 95, 61, 60, 1]
[134, 135, 95, 60, 61, 1]
[133, 134, 95, 60, 63, 1]
[136, 137, 98, 61, 64, 1]
[134, 136, 98, 61, 65, 1]
[138, 140, 102, 65, 66, 1]
[137, 139, 103, 65, 67, 1]
[136, 138, 101, 64, 67, 1]
[137, 138, 101, 63, 67, 1]
[137, 139, 101, 63, 67, 1]
[138, 140, 102, 64, 66, 1]
[141, 142, 101, 65, 64, 1]
[136, 137, 95, 60, 61, 1]
[136, 136, 93, 59, 59, 1]
[130, 133, 88, 56, 57, 1]
[131, 135, 88, 56, 55, 1]
[130, 135, 87, 56, 54, 1]
[129, 134, 85, 55, 51, 1]
[126, 133, 83, 54, 50, 1]
[125, 132, 82, 53, 47, 1]
[124, 133, 82, 53, 45, 1]
[123, 132, 81, 53, 42, 1]
[122, 132, 80, 52, 41, 1]
[120, 131, 79, 51, 39, 1]
[120, 131, 78, 52, 37, 1]
[118, 129, 77, 52, 35, 1]
[117, 128, 77, 53, 33, 1]
[116, 127, 77, 53, 31, 1]
[117, 129, 79, 56, 28, 1]
[119, 130, 80, 59, 27, 1]
[120, 130, 81, 61, 25, 1]
[124, 134, 85, 65, 23, 1]
[125, 134, 86, 66, 21, 1]
[129, 136, 88, 68, 19, 1]
[133, 138, 90, 70, 17, 1]
[138, 141, 93, 73, 15, 1]
[138, 140, 92, 72, 15, 1]
[138, 140, 90, 71, 13, 1]
[140, 142, 93, 73, 11, 1]
[144, 146, 97, 77, 11, 1]
[143, 145, 96, 77, 11, 1]
