[120, 145, 74, 46, 0, 2]
[120, 145, 74, 46, 7, 2]
[119, 146, 75, 47, 7, 2]
[118, 143, 75, 47, 6, 2]
[118, 143, 75, 48, 3, 2]
[117, 144, 76, 48, 3, 2]
[116, 145, 75, 48, 3, 2]
[118, 144, 75, 48, 4, 2]
[117, 144, 75, 48, 4, 2]
[117, 145, 75, 48, 4, 2]
[118, 145, 74, 47, 5, 2]
[119, 147, 73, 45, 6, 2]
[119, 148, 72, 42, 8, 2]
[120, 148, 72, 42, 10, 2]
[119, 148, 72, 41, 11, 2]
[118, 148, 72, 40, 12, 2]
[119, 148, 72, 40, 15, 2]
[119, 148, 72, 39, 16, 2]
[116, 146, 71, 38, 18, 2]
[115, 145, 71, 38, 20, 2]
[115, 145, 70, 37, 22, 2]
[114, 144, 71, 38, 24, 2]
[114, 144, 72, 39, 26, 2]
[115, 146, 74, 41, 27, 2]
[115, 146, 75, 42, 29, 2]
[115, 145, 77, 44, 30, 2]
[114, 146, 78, 45, 32, 2]
[114, 145, 78, 45, 33, 2]
[114, 146, 79, 45, 33, 2]
[115, 145, 78, 45, 33, 2]
[116, 146, 78, 45, 33, 2]
[118, 145, 77, 45, 33, 2]
[118, 145, 77, 45, 33, 2]
[119, 146, 77, 45, 33, 2]
[120, 148, 77, 45, 32, 2]
[118, 151, 78, 44, 31, 2]
[118, 151, 77, 43, 29, 2]
[118, 150, 76, 42, 26, 2]
[116, 150, 75, 41, 24, 2]
[114, 150, 74, 40, 23, 2]
[113, 149, 72, 40, 20, 2]
[109, 144, 68, 38, 18, 2]
[110, 145, 69, 41, 15, 2]
[110, 147, 72, 42, 13, 2]
[111, 148, 74, 46, 12, 2]
[112, 147, 75, 48, 9, 2]
[112, 147, 76, 48, 7, 2]
[112, 147, 78, 49, 5, 2]
[113, 147, 80, 49, 3, 2]
[113, 147, 81, 50, 1, 2]
[112, 148, 82, 50, 1, 2]
[112, 148, 81, 51, 1, 2]
[117, 143, 78, 52, 1, 2]
[115, 147, 81, 52, 1, 2]
