[112, 145, 133, 82, 0, 1]
[112, 145, 133, 82, 0, 1]
[112, 145, 133, 82, -61, 1]
[112, 145, 133, 82, -61, 1]
[112, 144, 132, 82, -61, 1]
[112, 144, 131, 82, -62, 1]
[113, 146, 133, 83, -62, 1]
[113, 145, 132, 83, -63, 1]
[112, 145, 131, 82, -65, 1]
[117, 148, 134, 87, -66, 1]
[118, 148, 134, 87, -67, 1]
[117, 147, 134, 87, -68, 1]
[117, 146, 133, 86, -68, 1]
[116, 146, 131, 87, -71, 1]
[116, 147, 131, 88, -72, 1]
[116, 147, 132, 89, -74, 1]
[116, 146, 131, 89, -76, 1]
[118, 148, 132, 92, -79, 1]
[118, 148, 132, 93, -81, 1]
[117, 148, 131, 92, -83, 1]
[117, 147, 130, 93, -87, 1]
[118, 148, 130, 92, -90, 1]
[117, 146, 130, 93, -94, 1]
[118, 147, 131, 95, -98, 1]
[118, 146, 131, 96, -100, 1]
[116, 146, 131, 97, -104, 1]
[113, 147, 132, 99, -108, 1]
[110, 148, 132, 100, -111, 1]
[111, 150, 134, 102, -113, 1]
[113, 152, 136, 104, -116, 1]
[114, 153, 137, 105, -119, 1]
[113, 150, 135, 102, -123, 1]
[115, 152, 138, 102, -126, 1]
[115, 149, 137, 100, -130, 1]
[118, 148, 138, 100, -133, 1]
[119, 148, 138, 99, -136, 1]
[120, 143, 135, 97, -139, 1]
[120, 140, 132, 95, -142, 1]
[124, 135, 128, 95, -147, 1]
[129, 132, 126, 94, -151, 1]
[134, 126, 124, 95, -157, 1]
[138, 121, 125, 97, -160, 1]
[143, 119, 122, 96, -166, 1]
[143, 120, 119, 94, -171, 1]
[141, 122, 119, 94, -173, 1]
[140, 122, 117, 94, -175, 1]
[138, 121, 116, 94, -177, 1]
[138, 121, 116, 94, -178, 1]
[137, 121, 116, 94, -178, 1]
[138, 121, 116, 94, -178, 1]
