[168, 113, 88, 72, -156, 0]
[168, 113, 88, 72, -156, 0]
[160, 119, 90, 69, -151, 0]
[155, 122, 90, 66, -147, 0]
[153, 128, 93, 67, -143, 0]
[148, 129, 83, 58, -137, 0]
[155, 139, 87, 60, -132, 0]
[163, 143, 84, 57, -126, 0]
[166, 138, 76, 50, -121, 0]
[171, 138, 76, 49, -116, 0]
[176, 133, 74, 46, -112, 0]
[177, 132, 74, 44, -108, 0]
[172, 128, 73, 41, -103, 0]
[164, 129, 76, 43, -98, 0]
[159, 131, 77, 45, -94, 0]
[151, 137, 91, 57, -90, 0]
[140, 127, 79, 48, -85, 0]
[125, 115, 68, 31, -81, 0]
[138, 129, 83, 44, -76, 0]
[142, 134, 89, 49, -71, 0]
[142, 135, 92, 53, -67, 0]
[144, 138, 96, 54, -64, 0]
[143, 138, 99, 57, -60, 0]
[140, 141, 107, 65, -56, 0]
[143, 142, 99, 70, -118, 0]
[143, 142, 99, 70, -118, 0]
[143, 142, 99, 70, -118, 0]
[143, 142, 99, 70, -117, 0]
[145, 145, 99, 69, -115, 0]
[140, 138, 93, 63, -111, 0]
[138, 137, 90, 59, -105, 0]
[137, 134, 87, 54, -102, 0]
[138, 136, 86, 52, -97, 0]
[135, 133, 82, 48, -94, 0]
[138, 136, 83, 50, -91, 0]
[139, 136, 84, 50, -85, 0]
[143, 137, 87, 52, -80, 0]
[145, 139, 89, 52, -76, 0]
[146, 140, 91, 52, -73, 0]
[145, 138, 91, 52, -70, 0]
[145, 138, 92, 53, -66, 0]
[145, 138, 93, 53, -64, 0]
[148, 141, 97, 54, -61, 0]
[146, 139, 100, 58, -58, 0]
[139, 137, 103, 62, -54, 0]
[144, 139, 108, 68, -48, 0]
[136, 113, 116, 91, -161, 1]
[135, 113, 117, 91, -161, 1]
[130, 116, 118, 92, -157, 1]
[127, 122, 120, 92, -152, 1]
[123, 123, 119, 90, -149, 1]
[119, 127, 122, 89, -145, 1]
[116, 133, 127, 91, -140, 1]
[113, 139, 130, 94, -135, 1]
[116, 144, 134, 99, -128, 1]
[114, 146, 133, 99, -124, 1]
[110, 145, 131, 99, -120, 1]
[109, 145, 131, 99, -119, 1]
[107, 146, 130, 100, -116, 1]
[109, 147, 132, 100, -111, 1]
[109, 146, 130, 98, -107, 1]
[113, 150, 133, 98, -102, 1]
[114, 153, 134, 97, -98, 1]
[117, 157, 137, 98, -93, 1]
[117, 155, 136, 94, -89, 1]
[116, 152, 135, 91, -85, 1]
[117, 152, 134, 90, -81, 1]
[120, 156, 137, 95, -78, 1]
[120, 155, 136, 93, -75, 1]
[116, 153, 133, 87, -70, 1]
[116, 153, 132, 86, -66, 1]
[116, 153, 132, 85, -63, 1]
[115, 152, 132, 84, -62, 1]
[115, 152, 133, 84, -58, 1]
[113, 151, 131, 85, -52, 1]
